"code","category_text"
"1A0D03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/PAPER REEL"
"1A0D0N","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/PRINTER PAPER - REAM - ROLL"
"1A0D0T","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/PROTEGE CAHIER - BOOK PROTECTOR"
"1A0D0J","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/SCRATCH PAPER - SCRATCH CARD"
"1A0D07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/SKETCHBOOK - DRAWING BOOK"
"1A0D0B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/STANDARD DOCUMENT - PRE-FILLED FORM"
"1A0D05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/TEXTBOOK"
"1A0401","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/APPRET - CARABINER - NAIL - CLASP - BELIERE - FLAME - TULIP - CUP - RING - FERRULE - CONNECTOR - CLIP - PLUNGER"
"1A040C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/BADGE - KIT CRÉATION BADGE"
"1A0406","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/BEAD ORGANIZER - ASSEMBLY TRAY"
"1A0405","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/BEAD WEAVING LOOM - THREADING MACHINE"
"1A0409","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/JEWELRY HOLDER - RING HOLDER - HAIR CLIP - EARRING - BRACELET - BROOCH"
"1A0403","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/JEWELRY KIT"
"1A0407","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/JEWELRY TOOLS - ROUNDING PLIERS - POINTED PLIERS"
"1A0404","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/MESH - CHAIN - TASSEL BRACELET"
"1A0408","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/PEARL - CAT'S EYE - FOSSIL - POLARIS - CHARM - CABOCHON - HALF PEARL"
"1A0402","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PEARL - JEWELRY - BADGE/THREAD - CHOKER - SUEDINE - CORD - LANYARD - TIE - RIBBON"
"1A0E06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/PARFUM POUR CREATION - ESSENCE DE PARFUM - FRAGRANCE"
"1A0E0A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/PERFUME BOTTLE"
"1A0E03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/PERFUME CREATION KIT"
"1A0E0B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/PERFUMER'S TOUCH"
"1A0E08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/RAW SOAP - MOLDING SOAP"
"1A0E01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/SKIN ADDITIVE"
"1A0E02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/SOAP COLORANT"
"1A0E04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/SOAP CREATION KIT"
"1A0E07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/SOAP FRAGRANCE"
"1A0E05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PERFUM - SOAP/SOAP MOULD"
"1A0H05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/CREATIVE STENCIL - REFERENCE GRID"
"1A0H02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/CUTTING JIG"
"1A0H04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/CUTTING MACHINE - DECORATOR"
"1A0H06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/MASKING TAPE - RUBAN DE MASQUAGE"
"1A0H01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/SCRAPBOOKING ALBUM"
"1A0H03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/SCRAPBOOKING KIT"
"1A0H07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/SCRAPBOOKING STICKER"
"1A0H08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SCRAPBOOKING/SCRAPBOOKING TOOL - QUILLING - SCRAPER - FOLDER - PICK - GROOVER"
"1A0G0Q","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/ADHESIVE TAPE - ADHESIVE FOAM"
"1A0G0O","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/ADHESIVE TAPE DISPENSER"
"1A0G12","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/CLOCK MECHANISM - CLOCK HAND"
"1A0G0G","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/CONTOUR PASTE"
"1A0G0P","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/CREATIVE ENERGY"
"1A0G07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/DECORATION LABELLER - CLICK CLICK"
"1A0G0H","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/DECORATIVE CLOTHES PEG"
"1A0G0K","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/DECORATIVE FEATHER"
"1A0G0V","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/DECORATIVE STAMP PAD"
"1A0G06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/DOIGTIER"
"1A0G10","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/EMBELLISHMENT - SMALL DECORATIVE ACCESSORY - ADHESIVE MOTIF"
"1A0G11","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/EMPTY BOTTLE - EMPTY PIPETTE - EMPTY SYRINGE - EMPTY SPRAY BOTTLE"
"1A0G0E","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/EYES"
"1A0G09","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/FELT - WOOL FELT - FELTING KIT"
"1A0G0B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/FINGER GUIDE - TOPPER"
"1A0G0Z","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/GOMMETTE"
"1A0G0J","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/LETTER OF TRANSFER - ADHESIVE LETTER"
"1A0G02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/MAGNET"
"1A0G0F","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/PAILLETTES"
"1A0G04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/PAPER CLIP DISPENSER"
"1A0G0X","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/PAPERCLIP - CLIP - ELASTIC - PLIERS"
"1A0G0Y","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/PEN SIZE"
"1A0G0I","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/PIQUE-NOTES"
"1A0G03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/PROTECTIVE APRON"
"1A0G0M","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/PUSHPIN - PIN"
"1A0G0N","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/RAPHIA"
"1A0G0A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/SCOUBIDOU THREAD"
"1A0G0S","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/SEQUIN - RHINESTONES"
"1A0G0T","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/SISAL"
"1A0G0C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/SMALL SUPPLIES PACK"
"1A0G0U","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/STAND TO DECORATE"
"1A0G01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/STAPLER - OTE STAPLER - STAPLE"
"1A0G08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/STYLE CASE"
"1A0G0L","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/TIMBER HOLDER"
"1A0G0W","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/TRACE LETTRES"
"1A0G0D","CREATIVE HOBBIES - FINE ARTS - STATIONERY/SMALL SUPPLIES/WETTER"
"1A0104","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/ANNOUNCEMENT CARD - INVITATION CARD"
"1A0107","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/BUSINESS CARD"
"1A0108","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/BUSINESS CARD DISPENSER"
"1A0103","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/ENVELOPE"
"1A0105","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/GOLDEN BOOK"
"1A0101","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/GREETING CARD - BIRTHDAY CARD - CORRESPONDENCE CARD"
"1A010B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/HUMOROUS DIPLOMA - HUMOROUS PERMIT"
"1A0109","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/PACK CARDBOARD - CORRESPONDENCE"
"1A010A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/POST CARD"
"1A0102","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/SEALING WAX - SEAL"
"1A0106","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STATIONERY - CORRESPONDENCE/STATIONERY - CORRESPONDENCE PAPER - CORRESPONDENCE PAD"
"1A0J02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STORAGE - TRANSPORT/BOX - STORAGE - TRANSPORT CASE"
"1A0J05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STORAGE - TRANSPORT/DRAWING BOARD"
"1A0J01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STORAGE - TRANSPORT/STORAGE BAG"
"1A0J03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STORAGE - TRANSPORT/TRANSPORT BAG - ARTIST BAG"
"1A0J04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/STORAGE - TRANSPORT/TRANSPORT TUBE - DRAWING TUBE"
"1A0I01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/CISEAUX"
"1A0I03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/CUTTER - CUTTING PLATE - BLADE"
"1A0I05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/DECORATIVE PUNCH - POINCON"
"1A0I09","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/GEOMETRY KIT"
"1A0I02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/GLUE - PASTE ADHESIVE"
"1A0I07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/PROTRACTOR - COMPASS"
"1A0I06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/RULER - SQUARE"
"1A0I08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/TRACING - CUTTING - GLUING/VARNISH-GLUE"
"0C0A03","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/BANDEROLE - BANNER - GARLAND (EXCLUDING CHRISTMAS)"
"0C0A0C","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/BIRTHDAY CANDLE"
"0C0A0A","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/BLOWPIPE - BLOWPIPE BALL"
"0C0A0F","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/CAKE DECOR FIGURINE"
"0C0A0G","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/CAR DECORATION - AUTOMATIC BOW - SIGN"
"0C0A0B","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/COIL - THROW ITEM"
"0C0A04","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/CONFETTI - CONFETTI CANNON"
"0C0A0O","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/COTILLON BAG - COTILLON BOX"
"0C0A0J","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/DECORATION KIT - PACK DE DECORATION"
"0C0A06","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/DECORATIVE BALLOON - BALLOON PUMP"
"0C0A0E","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/DECORATIVE URN"
"0C0A0K","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/FESTIVE WALL DECORATIONS - FESTIVE HANGING DECORATIONS"
"0C0A09","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/GENE-FREE WHISTLE"
"0C0A0L","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/LAMPION DE DECO DE FÊTE - FESTIVE LANTERN"
"0C0A0H","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/PINATA"
"0C0A0D","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/SUCKER BOX"
"0C0A0I","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/TABLE DECORATIONS - SMALL DECORATIVE OBJECTS"
"0C0A0N","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/THREAD SPRAYER - FOAM"
"0C0A05","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/TULLE - BOW - RIBBON - STRING"
"0C0A0M","DECO - LINEN - LIGHTING/ARTICLES - FESTIVE DECORATION/WEDDING RING HOLDER - WEDDING RING CUSHION"
"0C070G","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/ACCESSORY HOLDER - HAIR DRYER HOLDER - COMB HOLDER - TOOTHBRUSH HOLDER"
"0C0701","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/BATH ANTI-SCRUB - BATHTUB BASE - SHOWER BASE"
"0C0702","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/BATH PLUG - BASIN PLUG"
"0C0705","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/BATHROOM ACCESSORY DOOR"
"0C0709","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/BATHROOM ACCESSORY SET"
"0C070D","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/CHAMBER POT"
"0C0703","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/COTTON DISPENSER - COTTON BUD DISPENSER"
"0C070C","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/HYDROALCOHOLIC GEL DISPENSER - DISINFECTANT GEL DISPENSER"
"0C070F","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/LINEN BASKET"
"0C070E","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/SHOWER CURTAIN"
"0C0708","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/SHOWER HOURGLASS - SHOWER TIMER - TOOTHWASH HOURGLASS"
"0C0704","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/SOAP DISPENSER"
"0C070H","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/SOAP DOOR"
"0C0706","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/TOILET ROLL HOLDER - TOILET ROLL HOLDER - TOILET PAPER DISPENSER"
"0C070A","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/TOILET SEAT - TOILET RISER"
"0C0707","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/TOWEL RACK"
"0C070B","DECO - LINEN - LIGHTING/BATHROOM ACCESSORIES/TUBE PRESS"
"0C0402","DECO - LINEN - LIGHTING/BATHROOM LINEN/BATH SET"
"0C0404","DECO - LINEN - LIGHTING/BATHROOM LINEN/BATH TOWEL - BATH SHEET"
"0C0403","DECO - LINEN - LIGHTING/BATHROOM LINEN/BATHROBE - BATHROBE (EXCLUDING NURSERY ITEMS)"
"0C0406","DECO - LINEN - LIGHTING/BATHROOM LINEN/CARPET - BATHROBE-TOILET"
"0C0405","DECO - LINEN - LIGHTING/BATHROOM LINEN/SPONGE - BATH FLOWER"
"0C0401","DECO - LINEN - LIGHTING/BATHROOM LINEN/WASHCLOTH"
"0C0G03","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/CANDLE (EXCEPT BIRTHDAY)"
"0C0G09","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/CANDLE HOOD"
"0C0G02","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/CANDLE JAR - CANDLE LANTERN"
"0C0G01","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/CANDLESTICK - CHANDELIER"
"0C0G04","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/INCENSE"
"0C0G07","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/INCENSE HOLDER"
"0C0G08","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/PARFUM A BRULER - PARFUM A DIFFUSER"
"0C0G06","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/PERFUME BURNER - PERFUME DIFFUSER"
"0C0G05","DECO - LINEN - LIGHTING/CANDLE HOLDER - CANDLE JAR - CANDLE - FRAGRANCE/POT POURRI"
"0C0K0E","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS ANIMATED AUTOMATON - CHRISTMAS ANIMATED CHARACTERS"
"0C0K01","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS BAUBLE - TREE DECORATION"
"0C0K0D","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS CHARACTERS - CHRISTMAS ANIMALS"
"0C0K05","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS GARLAND"
"0C0K04","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS NURSERY"
"0C0K0F","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS STICKERS"
"0C0K0C","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS STOCKING"
"0C0K09","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS TREE - CHRISTMAS TREE"
"0C0K07","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS TREE STAND - CHRISTMAS TREE MAT"
"0C0K0A","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS VILLAGE - CHRISTMAS MERRY-GO-ROUND - CHRISTMAS DECOR"
"0C0K03","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CHRISTMAS WREATH"
"0C0K02","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/CREST - PINE TIP"
"0C0K06","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/KITS - BOXES - OTHER CHRISTMAS DECORATION ITEMS"
"0C0K08","DECO - LINEN - LIGHTING/CHRISTMAS DECORATION/SANTON - CHRISTMAS RELIGIOUS FIGURINE"
"0C0F01","DECO - LINEN - LIGHTING/CLOCK - ALARM CLOCK/CLOCK - PENDULUM"
"0C0F04","DECO - LINEN - LIGHTING/CLOCK - ALARM CLOCK/DAWN SIMULATOR ALARM CLOCK"
"0C0F03","DECO - LINEN - LIGHTING/CLOCK - ALARM CLOCK/WEATHER STATION - BAROMETER"
"0C0F02","DECO - LINEN - LIGHTING/CLOCK - ALARM CLOCK/WIND-UP ALARM CLOCK - RADIO-FREE ALARM CLOCK"
"0C0801","DECO - LINEN - LIGHTING/COAT RACK - COAT HOOK/COAT HOLDER"
"0C0803","DECO - LINEN - LIGHTING/COAT RACK - COAT HOOK/PATERE"
"0C0604","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/CURTAIN - DOUBLE CURTAIN"
"0C0601","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/CURTAIN RING - CURTAIN ROD"
"0C0603","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/DOOR CURTAIN"
"0C060C","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/JAPANESE PANEL"
"0C060A","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/LANCE-RIDEAU"
"0C0606","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/ROD - ROD END"
"0C0609","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/ROD HOLDER"
"0C0602","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/TIEBACK - HOOK - CORD"
"0C060B","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/VOILE - VEILING"
"0C0605","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/WINDOW BLIND"
"0C0608","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/WINDOW FILM"
"0C0607","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/WINDOW SCREEN - DOOR SCREEN"
"0C060D","DECO - LINEN - LIGHTING/CURTAIN - BLIND - ACCESSORY/WINDSCREEN - GLAZING VEIL"
"0C0106","DECO - LINEN - LIGHTING/CUSHION AND COVER/ARMCHAIR COVER"
"0C0104","DECO - LINEN - LIGHTING/CUSHION AND COVER/CHAIR COVER - FURNITURE COVER"
"0C0102","DECO - LINEN - LIGHTING/CUSHION AND COVER/CHAIR CUSHION - CHAIR COVER"
"0C0101","DECO - LINEN - LIGHTING/CUSHION AND COVER/COUSSIN"
"0C0105","DECO - LINEN - LIGHTING/CUSHION AND COVER/CUSHION COVER"
"0C0107","DECO - LINEN - LIGHTING/CUSHION AND COVER/FLOOR CUSHION - FLOOR MATTRESS"
"0C0103","DECO - LINEN - LIGHTING/CUSHION AND COVER/SOFA COVER"
"0C0I02","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/ARMOIRE A CLE - BOITE A CLE"
"0C0I0N","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/ATTRAPE-REVES"
"0C0I0H","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/BUST - MANNEQUIN"
"0C0I03","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/CABLE BOX - SOCKET COVERS"
"0C0I0F","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/CLOCHE"
"0C0I04","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/CUP - BOWL"
"0C0I0P","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/DECORATIVE BASKET"
"0C0I0O","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/DECORATIVE CAGE"
"0C0I0J","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/DECORATIVE ITEMS PACK"
"0C0I09","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/DECORATIVE MASK"
"0C0I0A","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/DECORATIVE OBJECT"
"0C0I07","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/INDOOR FOUNTAIN"
"0C0I01","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/MAGNETS - MAGNETS"
"0C0I0K","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/NEWTON PENDULUM"
"0C0I08","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/NON-ILLUMINATED GARLAND - PENNANT"
"0C0I0C","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/PAPER PRESS - BOOKENDS"
"0C0I0G","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/PARAVENT"
"0C0I0E","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/POCKET EMPTY"
"0C0I0I","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/STATUE - STATUETTE"
"0C0I05","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/TABLE DECORATION - CENTERPIECES"
"0C0I0B","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/TELEPHONE HOLDER - REMOTE CONTROL HOLDER"
"0C0I0D","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/TIRELIRE"
"0C0I06","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/TISSUE DISPENSER - TISSUE DISPENSER COVER"
"0C0I0L","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/UMBRELLA STAND"
"0C0I0M","DECO - LINEN - LIGHTING/DECORATIVE OBJECTS - TRINKETS/VIEW HOLDER"
"0C0J02","DECO - LINEN - LIGHTING/FIREPLACE ACCESSORIES/ASH BROOM - ASH SHOVEL"
"16060E","DROGUERIE/MAINTENANCE EQUIPMENT/PULVERIZER"
"0C0J0A","DECO - LINEN - LIGHTING/FIREPLACE ACCESSORIES/BELLOWS - BOUFFADOU FOR EMBERS"
"0C0J07","DECO - LINEN - LIGHTING/FIREPLACE ACCESSORIES/CHENET A BUCHE - COQUILLE A BUCHE - GRILLE A BUCHE"
"0C0J08","DECO - LINEN - LIGHTING/FIREPLACE ACCESSORIES/COAL BUCKET - ASH BUCKET"
"0C0J06","DECO - LINEN - LIGHTING/FIREPLACE ACCESSORIES/DECORATIVE FIREBACK - DECORATIVE FIREPLACE PANEL - DECORATIVE FIREPLACE ACCESSORY"
"0C0J03","DECO - LINEN - LIGHTING/FIREPLACE ACCESSORIES/FIRE GUARD"
